,Date,Open,High,Low,Close,Volume
0,2017-01-09,69.95684728087356,70.8054959294478,69.78547894966287,70.32405090332031,12806600
1,2017-01-10,70.23428789968833,70.91158065867818,69.94868439459907,70.5280532836914,13989000
2,2017-01-11,70.528061550528,71.0584716796875,70.10373718261451,71.0584716796875,14713100
3,2017-01-12,70.7973469473835,71.2135094318545,70.19349235595274,70.37301635742188,21337400
4,2017-01-13,71.08292816435254,71.947900380906,70.25875288261133,70.74835968017578,28296000
5,2017-01-17,69.30402141098565,69.54066605465331,67.9575979956227,68.17792510986328,30024600
6,2017-01-18,68.24319404323555,68.73280703252294,67.75358727963594,68.49616241455078,21270100
7,2017-01-19,68.59408846766637,69.09185716915388,67.82704005977966,67.97392272949219,16555600
8,2017-01-20,68.08000689089573,68.40641353764862,67.96576549838557,68.27584838867188,18436800
9,2017-01-23,67.97391706055966,68.54512393642129,67.90047261898428,68.30847930908203,12179200
10,2017-01-24,68.47986933925014,69.36116564395078,68.18610390434993,69.13268280029297,15175300
11,2017-01-25,70.04659271778264,70.31587865490012,69.49986519140859,70.2016372680664,17551000
12,2017-01-26,70.13635603797162,70.952369517067,70.13635603797162,70.78916931152344,15962800
13,2017-01-27,70.71572951986808,70.97685357836525,70.39747854243879,70.93605041503906,12535400
14,2017-01-30,70.3322024105556,70.5851645920176,69.62226845607005,70.2016372680664,13661900
15,2017-01-31,69.85076115794746,70.29957111693469,68.61857890974669,69.0592269897461,15655100
16,2017-02-01,69.80179421078839,70.25875976988519,69.10002211606755,69.32034301757812,15430900
17,2017-02-02,68.8225698232806,69.28770345588906,68.67569338227382,69.02657318115234,11081400
18,2017-02-03,70.33220876613923,71.24613994339657,70.07108468325295,71.14006042480469,17885200
19,2017-02-06,70.82181234279561,71.36037801491047,70.67492966391175,70.80548858642578,11828400
20,2017-02-07,71.10743373448857,71.31959904091877,70.56886792670785,70.76470947265625,9392800
21,2017-02-08,70.32402464995448,70.43010413500227,69.66305588602738,70.14450073242188,13970900
22,2017-02-09,70.14449454832828,71.2624348835112,70.14449454832828,71.1563491821289,13749100
23,2017-02-10,71.38486089570455,71.38486089570455,70.90340971238992,70.99317169189453,10992500
24,2017-02-13,71.35221841394869,72.41303216879454,71.34405653621543,71.93158721923828,18739100
25,2017-02-14,72.05398850827652,73.1964023320882,71.89894396403561,73.08216094970703,17932100
26,2017-02-15,73.50650600678539,74.15115749282208,72.91081334414477,73.92266845703125,17381800
27,2017-02-16,73.76763110496879,74.28987931388586,73.25353854960154,73.87371063232422,17672700
28,2017-02-17,73.29432251265254,73.82473246181033,73.18824301309623,73.62889099121094,15776600
29,2017-02-21,73.85736657419106,74.3796145955465,73.81656341833713,74.26537322998047,14068300
30,2017-02-22,73.86553485067294,74.50203057207835,73.78393475070463,74.30618286132812,11839000
31,2017-02-23,74.40408440059029,74.53464327624319,73.86551269609451,74.36328125,11067000
32,2017-02-24,73.58808411814147,73.88184942206121,73.22088060108567,73.71048736572266,15062300
33,2017-02-27,73.70234463858208,74.03691318718668,73.45753807981336,73.79210662841797,12361000
34,2017-02-28,73.31879456164233,74.11032846740815,73.10662935812972,73.94712829589844,15183500
35,2017-03-01,75.71787642039085,76.68893425969823,75.57099377432492,76.37884521484375,24451400
36,2017-03-02,76.5991753155624,76.6399722476017,75.09770751597253,75.18746948242188,16862500
37,2017-03-03,75.1874794603976,75.97901351011858,75.1874794603976,75.7260513305664,12817500
38,2017-03-06,75.27722808702889,75.33434876988315,74.33881153240539,75.00794219970703,15059200
39,2017-03-07,74.77946884465021,75.14667239108614,74.42858282720972,74.59178924560547,11156800
40,2017-03-08,75.62813743292024,75.76685824476753,74.33883450640097,74.42859649658203,17378400
41,2017-03-09,74.7468304815125,75.18747848986578,74.37962692072905,74.72235107421875,13726200
42,2017-03-10,75.03242231572204,75.07322547201447,73.87368489499292,74.4856948852539,13729900
43,2017-03-13,74.51018408199695,74.89371138907941,74.20010122075652,74.55098724365234,10004300
44,2017-03-14,74.27354217278473,74.78763463552269,74.06953880838107,74.67339324951172,10237700
45,2017-03-15,74.91004886298664,75.52205904577023,74.36331503484261,74.8529281616211,16601400
46,2017-03-16,75.09771709975811,75.7342065971259,74.72235165837938,74.77947235107422,14492000
47,2017-03-17,74.93452583700727,75.10588793553053,73.97162959838421,73.99610900878906,21734700
48,2017-03-20,73.66154739894586,74.39596090867256,73.26986434421822,73.46570587158203,14623600
49,2017-03-21,73.7349776273319,73.96346040275998,71.04213068678403,71.31141662597656,33089200
50,2017-03-22,70.90341104855821,71.8663072076445,70.18532142467762,71.4256591796875,21741000
51,2017-03-23,71.1645339523887,72.21719207548692,71.06661009476723,71.31141662597656,16090100
52,2017-03-24,71.63784235389677,71.88264272466827,70.80550490647872,71.2298355102539,16093200
53,2017-03-27,69.793643347289,71.31959104536134,69.54884299872043,71.18902587890625,16689300
54,2017-03-28,71.0094872408305,72.64151413074393,70.97685218163811,72.29878997802734,16264400
55,2017-03-29,72.29878879524789,72.47831274631159,71.87446455011512,72.02950286865234,10207600
56,2017-03-30,71.97237327390698,73.0005518137307,71.90709693897682,72.64966583251953,11631000
57,2017-03-31,72.38853792675776,72.41301732925241,71.60516591849263,71.67860412597656,16987600
58,2017-04-03,71.8010307226192,71.9479134110586,70.66677238299417,71.4175033569336,19831800
59,2017-04-04,71.31078614289764,71.9509326100731,71.17126832547908,71.65547943115234,14280800
60,2017-04-05,72.56645930806364,72.6649457885775,70.6870512364357,70.73629760742188,17635500
61,2017-04-06,70.56394565738908,71.32719860497677,69.96483057019223,70.97429656982422,14379600
62,2017-04-07,70.52293573037416,71.2451513654876,70.34238025623067,70.72811126708984,13097100
63,2017-04-10,70.64604727396667,71.14667611968423,70.08796952438618,70.48190307617188,15081600
64,2017-04-11,70.20286737277999,70.40804292404667,69.59554949423969,70.35880279541016,14690500
65,2017-04-12,70.52293806937539,70.53934935781433,69.78430486040891,70.08796691894531,14730600
66,2017-04-13,70.17002873768686,71.39287309932195,69.26725769042969,69.26725769042969,30529800
67,2017-04-17,69.30007410348841,70.64602478973072,69.24262521790949,70.46546936035156,19071700
