,Date,Open,High,Low,Close,Volume
0,2017-01-09,19.890421740563962,20.027234950469797,19.887510183295518,20.00103759765625,26055600
1,2017-01-10,19.980661982831975,20.16405179872129,19.858403216006284,19.86131477355957,30769500
2,2017-01-11,19.85258297904761,19.97484175334026,19.8496714213165,19.94864273071289,20092800
3,2017-01-12,19.899149267868022,19.95736707200284,19.771067433731183,19.78562355041504,19634700
4,2017-01-13,19.788542005741224,19.800184905347187,19.52655844244738,19.541112899780273,30037500
5,2017-01-17,19.82347231052133,20.169872695587458,19.811827746277974,19.916622161865234,39502500
6,2017-01-18,19.759428953159976,19.826379776000977,19.66045599898129,19.826379776000977,21964500
7,2017-01-19,19.832202447008186,19.849668459486942,19.6429928639904,19.683746337890625,20463300
8,2017-01-20,19.718682058820146,19.744881084661948,19.50909484903897,19.5556697845459,36164100
9,2017-01-23,19.506177092402375,19.555663570272145,19.37518533612125,19.401384353637695,23854200
10,2017-01-24,19.471256891539273,19.622624629968943,19.404304367067258,19.619714736938477,32131800
11,2017-01-25,19.654638695505003,19.715769748305007,19.4421399536978,19.471250534057617,26168700
12,2017-01-26,19.541114227366158,19.5673132517358,19.392656420573473,19.4246768951416,19512300
13,2017-01-27,19.46251691860387,19.494537390043902,19.00258908483474,19.113204956054688,40300800
14,2017-01-30,19.104471431445468,19.35190052334454,19.104471431445468,19.334434509277344,25924500
15,2017-01-31,19.273304701807287,19.471248970363543,19.177243292201215,19.42758560180664,27962700
16,2017-02-01,19.346077950139325,19.41885189409165,19.223817524421342,19.27912712097168,27150000
17,2017-02-02,19.311144923817174,19.544019533622098,19.311144923817174,19.415939331054688,26996100
18,2017-02-03,19.450871422654295,19.482891892561625,19.34025722237985,19.357723236083984,22875900
19,2017-02-06,19.31987836762949,19.46251469398575,19.31987836762949,19.328611373901367,27291600
20,2017-02-07,19.375189116737058,19.503269340846927,19.360634659382587,19.471250534057617,17417100
21,2017-02-08,19.47124685594213,19.741963376028906,19.47124685594213,19.739051818847656,22982400
22,2017-02-09,19.73905040298022,20.126205863438837,19.72158439244665,20.108739852905273,33241500
23,2017-02-10,19.867134836375726,19.96901769016975,19.724498507933966,19.800182342529297,37336800
24,2017-02-13,19.88751195551003,19.98357336612154,19.666281887261825,19.7274112701416,25122900
25,2017-02-14,19.759433234463796,19.992307884781752,19.709946746652147,19.986486434936523,25386900
26,2017-02-15,19.736140853710463,20.00103591067554,19.72449629126946,19.995214462280273,25689900
27,2017-02-16,19.98939175448497,20.155315529500736,19.971927408944236,20.047611236572266,25241400
28,2017-02-17,20.035972106053055,20.315421698275323,19.99522028975886,20.19316291809082,38512200
29,2017-02-21,20.72877119459798,21.040239518405325,20.580313427103526,20.798633575439453,67238700
30,2017-02-22,21.031508196781083,21.066440222824422,20.807368247489258,20.874319076538086,45728100
31,2017-02-23,20.958737237334347,21.104285134138582,20.71421803659783,20.757883071899414,38399100
32,2017-02-24,20.766611149303895,21.191606842897276,20.75496658743744,21.07225799560547,41669700
33,2017-02-27,21.040240030057,21.08099350295153,20.821919876412014,20.8830509185791,27764100
34,2017-02-28,20.629802280243744,20.667645868056777,20.37655005905341,20.647268295288086,47857800
35,2017-03-01,20.65891099714042,20.69092980096585,20.42021325480016,20.50754165649414,40568100
36,2017-03-02,20.498807027903602,20.638531793298725,20.426033087974673,20.5977783203125,26748900
37,2017-03-03,20.597777397586903,20.673461225706177,20.341615339171227,20.385278701782227,27893700
38,2017-03-06,20.3765498556663,20.504631743845202,20.31251057722771,20.34161949157715,27547800
39,2017-03-07,20.347442127205134,20.437682098858954,20.335799227047133,20.33871078491211,21848700
40,2017-03-08,20.435471750533335,20.535170770087554,20.39148733311476,20.467727661132812,23939400
41,2017-03-09,20.45306704032789,20.538104590950226,20.397352435872286,20.485322952270508,22693500
42,2017-03-10,20.52637567624418,20.6319406380357,20.46772978028078,20.555700302124023,21296400
43,2017-03-13,20.523445351235143,20.658333267337895,20.44134075745405,20.511716842651367,20407500
44,2017-03-14,20.76682790618216,20.881190084414403,20.737504959106445,20.737504959106445,29875200
45,2017-03-15,20.67299058943153,20.731638154264534,20.532238447309787,20.696449279785156,26441400
46,2017-03-16,20.558631360221874,20.731639421895625,20.54690117537888,20.655397415161133,21183000
47,2017-03-17,20.69645065214416,20.746299323764845,20.470660952255894,20.49411964416504,42235200
48,2017-03-20,20.56742924557094,20.65833273529604,20.44134023100069,20.5205135345459,22398600
49,2017-03-21,20.576226449846388,20.643671245057813,20.43547428318539,20.497053146362305,26240400
50,2017-03-22,20.535172165464658,20.626075650030483,20.444270358796913,20.599685668945312,19366800
51,2017-03-23,20.585021975976204,20.61727788791882,20.45306704032789,20.485322952270508,20696400
52,2017-03-24,20.523437463735345,20.57621908787392,20.388549599472253,20.41200828552246,17577000
53,2017-03-27,20.385622664303554,20.546902227289095,20.338706956223668,20.42667579650879,17377800
