,Date,Open,High,Low,Close,Volume
0,2017-01-09,207.6689142425144,208.89828215007208,206.14928253090255,207.361572265625,3022800
1,2017-01-10,205.63700358278194,207.83108593447142,204.0832288392847,207.08834838867188,3432900
2,2017-01-11,207.259119244328,209.88005198054003,206.60174640371332,209.81175231933594,3532600
3,2017-01-12,209.21410849236918,209.56413930727732,206.2346128471966,208.1725616455078,4022300
4,2017-01-13,209.52999400945194,211.5277230175852,207.37861358042642,208.56529235839844,4186100
5,2017-01-17,207.40424170514126,207.5066846788734,201.14642719872268,201.25741577148438,6277200
6,2017-01-18,201.47937823021618,202.9221775569199,197.65468859606958,200.01950073242188,7590500
7,2017-01-19,199.8317213596,200.41224899091276,196.8863552021677,197.56080627441406,4561800
8,2017-01-20,197.74005149116758,199.1145511470831,196.81802566358192,198.23521423339844,5211800
9,2017-01-23,197.94494326175678,199.55848514463386,196.9973067256653,198.63645935058594,3136200
10,2017-01-24,197.94494345993894,201.53059064471944,197.0741391491062,199.49871826171875,4448200
11,2017-01-25,201.07811406424153,202.61482370137145,200.190244622137,202.54652404785156,3716800
12,2017-01-26,202.7344185526227,205.5687835567255,202.7344185526227,204.53578186035156,4195600
13,2017-01-27,202.24776212798898,203.16125555289113,201.48794621625737,202.2904510498047,3253100
14,2017-01-30,201.12080538372265,201.72694364737407,197.65467934376318,199.68653869628906,3803300
15,2017-01-31,198.7901260666972,200.07071520684732,194.78614860420237,195.77647399902344,5156400
16,2017-02-01,196.7924167982258,198.7986785292663,195.94723621832898,196.92901611328125,4024500
17,2017-02-02,195.08498926404388,198.3462299351231,193.838556179337,196.7070770263672,2775700
18,2017-02-03,200.21589883625364,205.84195211990234,199.94270016285515,205.70535278320312,7381000
19,2017-02-06,204.55280542238833,208.01038615642332,204.18569637760706,204.87721252441406,4639200
20,2017-02-07,205.8760393400694,206.12362719872354,204.37348612630817,204.56983947753906,2660200
21,2017-02-08,203.44294424551873,203.98932846070122,201.74402451656633,202.95631408691406,2744700
22,2017-02-09,202.9563195788033,207.70303501917462,202.6916665493105,206.21755981445312,3550800
23,2017-02-10,207.77136280000897,208.44581386339104,205.9443890624932,207.21644592285156,3072800
24,2017-02-13,208.72754536969362,211.28017864008675,208.72754536969362,210.24717712402344,2998200
25,2017-02-14,210.02518462948333,213.43155696835652,209.75199901051462,212.97055053710938,4141500
